ROUTE_NUMBER,ROUTE_NAME, Seq ,STOP_ID,STOP,LAT,LON
5,5:05,1,3609,Cary/Nansemond,37.555349,-77.486931
5,5:05,2,3604,Cary/Freeman,37.554544,-77.484724
5,5:05,3,3608,Cary/McCloy,37.55365,-77.482218
5,5:05,4,331,CARY/BELMONT,37.552827,-77.480022
5,5:05,5,332,CARY/SHEPPARD,37.552382,-77.478512
5,5:05,6,333,CARY/BOULEVARD,37.551618,-77.476405
5,5:05,7,3473,Cary/Robinson,37.550647,-77.473743
5,5:05,8,3472,Cary/Addison,37.549457,-77.470417
5,5:05,9,3611,Cary/Rowland,37.548527,-77.467836
5,5:05,10,2529,CARY/GRANBY,37.547494,-77.464959
5,5:05,11,3607,Cary/Lombardy,37.546267,-77.461362
5,5:05,12,3610,Cary/Randolph,37.545136,-77.458266
5,5:05,13,3605,Cary/Harrison,37.544486,-77.455505
5,5:05,14,3606,Cary/Laurel,37.544494,-77.451787
5,5:05,15,3602,Cary/Belvidere,37.543991,-77.448296
5,5:05,16,3603,Cary/Foushee,37.542268,-77.445437
5,5:05,17,350,CARY/3RD,37.540618,-77.442692
5,5:05,18,2473,CARY/6TH,37.538994,-77.44
5,5:05,19,1148,CARY/8TH,37.538037,-77.43833
5,5:05,20,1149,9TH/CARY,37.537702,-77.436692
5,5:05,21,826,9TH/MAIN,37.538421,-77.436012
5,5:05,22,3428,9th/Marshall (Mid-block between Marshall +Broad,37.541163,-77.433362
5,5:05,23,2628,TRANSFER PLAZA BAY I,37.542995,-77.431837
5,5:05,24,998,MOSBY/P,37.541795,-77.419128
5,5:05,25,3705,Leigh/11th  EB,37.542511,-77.429163
5,5:05,26,3042,MOSBY/FAIRMOUNT,37.543917,-77.417102
5,5:05,27,3044,MECHANICSVILLE PIKE/BRAUERS LANE,37.546755,-77.415752
5,5:05,28,3045,MECHANICSVILLE PIKE/FAIRFIELD,37.548648,-77.414533
5,5:05,29,1004,MECHANICSVILLE PIKE/CARVER,37.550652,-77.413335
5,5:05,30,1005,MECHANICSVILLE PIKE/PHAUP,37.552278,-77.412318
5,5:05,31,1006,WHITCOMB/MECHANICSVILLE PIKE,37.554111,-77.412237
5,5:05,32,1007,WHITCOMB/DEFOREST,37.554478,-77.414257
5,5:05,33,1009,WHITCOMB/REDWOOD,37.55401,-77.417825
5,5:05,34,1028,WHITCOMB/LEBANON,37.55366,-77.420798
5,5:05,35,1029,MECKLENBURG/WOOD,37.552853,-77.422243
5,5:05,36,2665,OLIVER HILL/HOSPITAL,37.549767,-77.423977
5,5:05,37,2700,FAIRFIELD WAY/ENTRANCE TO CITY JAIL,37.548092,-77.422791
5,5:05,38,1033,HILDRETH/FORD,37.549534,-77.419886
5,5:05,39,2667,FORD/SUSSEX,37.549965,-77.417667
5,5:05,40,1036,FORD/MECHANICSVILLE PIKE,37.549555,-77.41448
5,5:05,41,293,ACCOMODATION/GAY,37.548653,-77.417372
5,5:05,42,294,COALTER/RICHMOND,37.547632,-77.418907
5,5:05,43,295,COALTER/REDD,37.545883,-77.419662
5,5:05,44,2813,MECHANICSVILLE PIKE/LITTLEPAGE,37.5438,-77.417341
5,5:05,45,1041,MOSBY/P,37.54139,-77.419645
5,5:05,46,674,10TH/MARSHALL,37.540721,-77.432685
5,5:05,47,3706,Leigh/11th,37.542768,-77.42905
5,5:05,48,125,BROAD/9TH,37.54079,-77.433617
5,5:05,49,2644,TRANSFER PLAZA BAY E,37.542387,-77.432306
5,5:05,50,922,8TH/CLAY,37.542883,-77.433374
5,5:05,51,298,8TH/MARSHALL,37.541891,-77.43432
5,5:05,52,2965,8TH/GRACE,37.540293,-77.435842
5,5:05,53,2472,8TH/MAIN,37.538913,-77.437161
5,5:05,54,3514,Main/5th,37.540357,-77.439737
5,5:05,55,3412,Main/1st,37.542502,-77.443305
5,5:05,56,3416,Main/Monroe,37.545098,-77.44766
5,5:05,57,3414,Main/Laurel,37.545877,-77.450052
5,5:05,58,3415,Main/Harrison,37.545971,-77.455191
5,5:05,59,3414,Main/Laurel,37.54587953,-77.4501442
5,5:05,60,3414,Main/Laurel,37.54587967,-77.45014911
5,5:05,61,3414,Main/Laurel,37.54587957,-77.45014565
5,5:05,62,3414,Main/Laurel,37.54587978,-77.4501532
5,5:05,63,3414,Main/Laurel,37.54587934,-77.45013722
5,5:05,64,3414,Main/Laurel,37.54587947,-77.45014174
5,5:05,65,3417,Main/Plum,37.547005,-77.459501
5,5:05,66,3413,Main/Allen,37.548355,-77.463237
5,5:05,67,3513,Main/Rowland,37.549663,-77.466966
5,5:05,68,3418,Main/Stafford,37.55107,-77.470644
5,5:05,69,423,MAIN/BOULEVARD,37.552683,-77.475383
5,5:05,70,425,ELLWOOD/SHEPPARD,37.553585,-77.478065
5,5:05,71,426,ELLWOOD/BELMONT,37.554205,-77.479667
5,5:05,72,428,ELLWOOD/DOOLEY,37.555382,-77.483002
5,5:05,73,2746,ELLWOOD/NANSEMOND,37.55676,-77.486975
8,8:08,74,2616,TRANSFER PLAZA BAY G,37.542757,-77.432003
8,8:08,75,674,10TH/MARSHALL,37.540721,-77.432685
8,8:08,76,3105,BROAD/11TH,37.539237,-77.43153
8,8:08,77,100,BROAD/18TH,37.535568,-77.425369
8,8:08,78,101,BROAD/19TH,37.53498,-77.4244
8,8:08,79,2570,21ST/BROAD,37.534535,-77.42168
8,8:08,80,211,JEFFERSON/MARSHALL,37.534692,-77.420866
8,8:08,81,212,JEFFERSON/23RD,37.534815,-77.418836
8,8:08,82,213,JEFFERSON/25TH,37.535007,-77.41595
8,8:08,83,2716,25TH/CEDAR,37.535797,-77.414726
8,8:08,84,1802,25TH/Q,37.537467,-77.413142
8,8:08,85,1803,25TH/R,37.539237,-77.411468
8,8:08,86,3385,25th/S,37.540009,-77.410769
8,8:08,87,1804,NINE MILE/27TH,37.540842,-77.407343
8,8:08,88,1805,NINE MILE/29TH,37.541327,-77.403942
8,8:08,89,1806,NINE MILE/31ST,37.541638,-77.401732
8,8:08,90,1807,NINE MILE/BUNCHE PL,37.543425,-77.396233
8,8:08,91,1808,NINE MILE/GORDON LANE,37.543397,-77.388618
8,8:08,92,2717,NINE MILE/ECHO,37.542488,-77.385945
8,8:08,93,1810,NINE MILE/MASONIC,37.540592,-77.378065
8,8:08,94,1811,NINE MILE/MARLIN,37.541112,-77.374353
8,8:08,95,1758,NINE MILE/MEADOWSPRING,37.54224,-77.372295
8,8:08,96,3212,Nine Mile/Kenway,37.545469,-77.366715
8,8:08,97,3049,NINE MILE/CEDAR FORK,37.546162,-77.364546
8,8:08,98,3561,Eastgate/Nine Mile,37.5452,-77.362742
8,8:08,99,3562,Colwyck/Laburnum,37.543107,-77.365639
8,8:08,100,1812,NINE MILE/WATSON,37.543552,-77.370991
8,8:08,101,1813,NINE MILE/E RICHMOND,37.54133,-77.374322
8,8:08,102,1814,NINE MILE/MASONIC,37.540785,-77.378797
8,8:08,103,1816,NINE MILE/ECHO,37.542638,-77.385822
8,8:08,104,1817,NINE MILE/GORDON LANE,37.543893,-77.38958
8,8:08,105,1818,NINE MILE/BUNCHE PLACE,37.54344,-77.396575
8,8:08,106,233,NINE MILE/30TH,37.541732,-77.401763
8,8:08,107,234,NINE MILE/29TH,37.541473,-77.403433
8,8:08,108,1820,NINE MILE/27TH,37.541028,-77.406738
8,8:08,109,3363,25TH/S,37.540077,-77.410861
8,8:08,110,1821,25TH/R,37.539355,-77.411547
8,8:08,111,1822,25TH/VENABLE,37.537601,-77.413202
8,8:08,112,244,JEFFERSON/23RD,37.535,-77.418215
8,8:08,113,119,21ST/MARSHALL,37.534149,-77.422238
8,8:08,114,120,BROAD/19TH,37.534962,-77.424151
8,8:08,115,122,BROAD/17TH,37.536062,-77.425916
8,8:08,116,3055,BROAD/12TH,37.539599,-77.431641
8,8:08,117,125,BROAD/9TH,37.54079,-77.433617
8,8:08,118,3428,9th/Marshall (Mid-block between Marshall +Broad,37.541163,-77.433362
12,12:12,119,1753,MARSHALL/3RD,37.544935,-77.438568
12,12:12,120,91,BROAD/4TH,37.543527,-77.438515
12,12:12,121,297,MARSHALL/7TH,37.542469,-77.434554
12,12:12,122,3057,BROAD/9TH,37.541063,-77.434492
12,12:12,123,2616,TRANSFER PLAZA BAY G,37.542757,-77.432003
12,12:12,124,2632,TRANSFER PLAZA BAY H,37.542873,-77.431757
12,12:12,125,1042,MOSBY/LEIGH,37.540213,-77.42017
12,12:12,126,3424,Venable/22nd,37.538243,-77.418042
12,12:12,127,3541,Venable/Pink,37.538235,-77.414627
12,12:12,128,1803,25TH/R,37.539237,-77.411468
12,12:12,129,3385,25th/S,37.540009,-77.410769
12,12:12,130,3490,FAIRMOUNT/24TH,37.540775,-77.411433
12,12:12,131,980,22ND/FAIRMOUNT,37.542265,-77.412857
12,12:12,132,981,22ND/U,37.54394,-77.411249
12,12:12,133,982,22ND/W,37.545351,-77.409939
12,12:12,134,3370,X/22nd,37.546607,-77.409284
12,12:12,135,3371,21st/Fairfield,37.54832,-77.408876
12,12:12,136,3372,21st/Phaup,37.550734,-77.40736
12,12:12,137,3482,COOL/23RD,37.55196,-77.405457
12,12:12,138,3374,25th/Phaup,37.550157,-77.403423
12,12:12,139,3504,Kane/Fairfield,37.548544,-77.399158
12,12:12,140,228,Kane/29th,37.546696,-77.397805
12,12:12,141,229,CREIGHTON/KANE,37.545685,-77.397902
12,12:12,142,230,CREIGHTON AT COMMUNITY CENTER,37.544803,-77.398878
12,12:12,143,232,CREIGHTON/NINE MILE,37.54261,-77.400332
12,12:12,144,233,NINE MILE/30TH,37.541732,-77.401763
12,12:12,145,234,NINE MILE/29TH,37.541473,-77.403433
12,12:12,146,235,28TH/U,37.540387,-77.406219
12,12:12,147,3444,31st/U,37.538636,-77.403671
12,12:12,148,3442,31st/R,37.536145,-77.405898
12,12:12,149,3440,31st/O,37.533692,-77.408247
12,12:12,150,241,M/30TH,37.532666,-77.411318
12,12:12,151,242,M/27TH,37.53396,-77.413451
12,12:12,152,2584,25TH/LEIGH,37.534128,-77.416513
12,12:12,153,3614,25th/BROAD,37.531801,-77.418747
12,12:12,154,398,MAIN/25TH,37.529325,-77.421505
12,12:12,155,3373,23rd/Franklin,37.530838,-77.422331
12,12:12,156,3613,25th/BROAD,37.531707,-77.41863
12,12:12,157,974,25TH/LEIGH,37.534142,-77.41634
12,12:12,158,214,M/27TH,37.534043,-77.413907
12,12:12,159,215,M/29TH,37.532668,-77.411667
12,12:12,160,3439,31st/O,37.533376,-77.408322
12,12:12,161,3441,31st/R,37.53586,-77.405885
12,12:12,162,3443,31st/U,37.538435,-77.403462
12,12:12,163,3539,U/28th,37.540266,-77.40598
12,12:12,164,1805,NINE MILE/29TH,37.541327,-77.403942
12,12:12,165,1806,NINE MILE/31ST,37.541638,-77.401732
12,12:12,166,3369,Creighton/Nine Mile,37.542493,-77.40017
12,12:12,167,3484,Creighton at Community Center,37.544616,-77.398774
12,12:12,168,3483,Creighton/Walcott,37.545505,-77.397931
12,12:12,169,3503,Kane/Fairfield,37.548442,-77.398804
12,12:12,170,2572,25TH/PHAUP,37.550465,-77.40302
12,12:12,171,2435,COOL LANE/23RD,37.552138,-77.405395
12,12:12,172,990,21ST/PHAUP,37.550683,-77.4077
12,12:12,173,992,21ST/FAIRFIELD,37.54824,-77.409218
12,12:12,174,1017,X/22ND,37.546405,-77.409345
12,12:12,175,1018,22ND/W,37.545624,-77.409861
12,12:12,176,1020,22ND/U,37.543897,-77.411587
12,12:12,177,1021,22ND/FAIRMOUNT,37.542332,-77.412977
12,12:12,178,3489,FAIRMOUNT/24TH,37.540723,-77.411636
12,12:12,179,1821,25TH/R,37.539355,-77.411547
12,12:12,180,3540,Venable/Pink,37.538382,-77.414376
12,12:12,181,3425,Venable/22nd,37.538367,-77.417721
12,12:12,182,996,MOSBY/VENABLE,37.538663,-77.420282
12,12:12,183,997,MOSBY/O,37.540274,-77.419984
12,12:12,184,674,10TH/MARSHALL,37.540721,-77.432685
12,12:12,185,3244,BROAD/7TH,37.541538,-77.434838
12,12:12,186,128,BROAD/4TH,37.543761,-77.438541
12,12:12,187,3438,2nd/Broad,37.544792,-77.439822
12,12:12,188,3428,9th/Marshall (Mid-block between Marshall +Broad,37.541163,-77.433362
13,Route #13,189,3373,23rd/Franklin,37.530838,-77.422331
13,Route #13,190,3613,25th/BROAD,37.531707,-77.41863
13,Route #13,191,106,MARSHALL/27TH,37.53144,-77.41634
13,Route #13,192,107,MARSHALL/29TH,37.530307,-77.414488
13,Route #13,193,108,MARSHALL/31ST,37.529198,-77.412692
13,Route #13,194,109,MARSHALL/33RD,37.528102,-77.410903
13,Route #13,195,362,MARSHALL/CHIMBORAZO BOULEVARD,37.527013,-77.409102
13,Route #13,196,111,CHIMBORAZO BOULEVARD/LEIGH,37.529057,-77.408281
13,Route #13,197,113,CHIMBORAZO BOULEVARD/N,37.530863,-77.406532
13,Route #13,198,114,CHIMBORAZO BOULEVARD/O,37.53202,-77.405403
13,Route #13,199,116,P/35TH,37.531952,-77.403623
13,Route #13,200,117,R/36TH,37.53233,-77.401398
13,Route #13,201,158,35TH/CANEPA,37.533125,-77.399413
13,Route #13,202,3384,E Richmond/Oakwood,37.53448,-77.396552
13,Route #13,203,162,OAKWOOD/BOXLEY,37.534292,-77.39853
13,Route #13,204,146,OAKWOOD/Q,37.533365,-77.403653
13,Route #13,205,147,CHIMBORAZO BOULEVARD/P,37.532528,-77.40511
13,Route #13,206,148,CHIMBORAZO BOULEVARD/N,37.531142,-77.406422
13,Route #13,207,150,CHIMBORAZO BOULEVARD/LEIGH,37.529382,-77.408098
13,Route #13,208,151,MARSHALL/CHIMBORAZO BOULEVARD,37.527728,-77.409997
13,Route #13,209,152,MARSHALL/33RD,37.528376,-77.411059
13,Route #13,210,153,MARSHALL/31ST,37.52914,-77.412301
13,Route #13,211,154,MARSHALL/29TH,37.530203,-77.414138
13,Route #13,212,155,MARSHALL/27TH,37.531377,-77.416053
13,Route #13,213,3614,25th/BROAD,37.531801,-77.418747
13,Route #13,214,398,MAIN/25TH,37.529325,-77.421505
14,14:14,215,2177,CHAMBERLAYNE/WILMER,37.605325,-77.450258
14,14:14,216,2178,CHAMBERLAYNE/BROOK HILL AZALEA SHOPPING CENTER,37.603894,-77.450631
14,14:14,217,2187,Azalea/Seminary,37.601741,-77.452458
14,14:14,218,2188,BROOK RD/AZALEA,37.600247,-77.454232
14,14:14,219,2680,BROOK/WESTBROOK,37.597455,-77.453722
14,14:14,220,3427,Westbrook/Stratford,37.596634,-77.457621
14,14:14,221,858,WESTBROOK/CRESTWOOD,37.596457,-77.46167
14,14:14,222,3183,Hermitage/Westbrook,37.595362,-77.466423
14,14:14,223,860,HERMITAGE/PRINCETON,37.592912,-77.46527
14,14:14,224,885,HERMITAGE/BELLEVUE,37.590751,-77.464298
14,14:14,225,887,HERMITAGE/CLAREMONT,37.587149,-77.463855
14,14:14,226,888,HERMITAGE/LABURNUM,37.584384,-77.462729
14,14:14,227,890,HERMITAGE/MAPLE SHADE LN,37.582045,-77.46228
14,14:14,228,893,HERMITAGE/OAKDALE,37.579333,-77.46175
14,14:14,229,898,BOULEVARD/WESTWOOD,37.577848,-77.461925
14,14:14,230,900,BOULEVARD/ELLEN,37.574309,-77.46391
14,14:14,231,3497,Hermitage/Sherwood,37.571302,-77.460964
14,14:14,232,3495,Hermitage/Rhoadmiller,37.566688,-77.46074
14,14:14,233,3420,Overbrook/Hermitage,37.565427,-77.458554
14,14:14,234,3432,Overbrook/1400 Overbrook,37.565403,-77.454832
14,14:14,235,2551,OVERBROOK/LANGSTON,37.565318,-77.45145
14,14:14,236,3217,Overbrook/Brook,37.565392,-77.448994
14,14:14,237,876,BROOK/LOMBARDY,37.562912,-77.448223
14,14:14,238,878,LOMBARDY/ADMIRAL,37.560448,-77.450359
14,14:14,239,879,LOMBARDY/MAGGIE WALKER HIGH SCHOOL,37.557583,-77.453057
14,14:14,240,3512,Lombardy/Broad,37.555706,-77.454767
14,14:14,241,81,BROAD/RYLAND,37.552667,-77.453978
14,14:14,242,3082,BROAD/SHAFER,37.550628,-77.45048
14,14:14,243,84,BROAD/LAUREL,37.549331,-77.44841
14,14:14,244,85,BROAD/HENRY,37.548248,-77.446443
14,14:14,245,3108,BROAD/ADAMS,37.545928,-77.442727
14,14:14,246,91,BROAD/4TH,37.543527,-77.438515
14,14:14,247,3057,BROAD/9TH,37.541063,-77.434492
14,14:14,248,3428,9th/Marshall (Mid-block between Marshall +Broad,37.541163,-77.433362
14,14:14,249,2635,Transfer Plaza Bay J,37.543394,-77.431354
14,14:14,250,674,10TH/MARSHALL,37.540721,-77.432685
14,14:14,251,125,BROAD/9TH,37.54079,-77.433617
14,14:14,252,3244,BROAD/7TH,37.541538,-77.434838
14,14:14,253,2684,5TH/GRACE,37.541945,-77.438505
14,14:14,254,405,5TH/MAIN,37.540595,-77.439752
14,14:14,255,2473,CARY/6TH,37.538994,-77.44
14,14:14,256,1148,CARY/8TH,37.538037,-77.43833
14,14:14,257,278,CARY/10TH,37.536502,-77.435829
14,14:14,258,279,MAIN/13TH,37.536259,-77.433173
14,14:14,259,280,MAIN/14TH,37.535295,-77.431702
14,14:14,260,3058,MAIN/15TH,37.534638,-77.430588
14,14:14,261,354,MAIN/18TH,37.532727,-77.427473
14,14:14,262,356,MAIN/21ST,37.531082,-77.424763
14,14:14,263,3373,23rd/Franklin,37.530838,-77.422331
14,14:14,264,398,MAIN/25TH,37.529325,-77.421505
14,14:14,265,400,MAIN/21ST,37.531282,-77.424708
14,14:14,266,402,MAIN/18TH,37.532809,-77.427335
14,14:14,267,307,MAIN/17TH,37.533863,-77.429037
14,14:14,268,3056,MAIN/15TH,37.534847,-77.430643
14,14:14,269,309,MAIN/13TH,37.53626,-77.432866
14,14:14,270,310,MAIN/11TH,37.537213,-77.434363
14,14:14,271,311,MAIN/10TH,37.538202,-77.436136
14,14:14,272,312,MAIN/8TH,37.538738,-77.437021
14,14:14,273,3514,Main/5th,37.540357,-77.439737
14,14:14,274,3411,4th/Franklin,37.542033,-77.439728
14,14:14,275,2632,TRANSFER PLAZA BAY H,37.542873,-77.431757
14,14:14,276,2644,TRANSFER PLAZA BAY E,37.542387,-77.432306
14,14:14,277,128,BROAD/4TH,37.543761,-77.438541
14,14:14,278,3084,Broad/Adams,37.546367,-77.443014
14,14:14,279,134,BROAD/HENRY,37.548473,-77.446407
14,14:14,280,135,BROAD/GILMER,37.549384,-77.447967
14,14:14,281,3400,Broad/Hancock,37.551051,-77.450768
14,14:14,282,138,BROAD/RYLAND,37.552809,-77.453686
14,14:14,283,139,BROAD/BOWE,37.554009,-77.455701
14,14:14,284,827,LOMBARDY/KROGERS,37.55568,-77.454638
14,14:14,285,828,LOMBARDY/W MOORE,37.557837,-77.45266
14,14:14,286,829,LOMBARDY/ADMIRAL,37.559918,-77.450691
14,14:14,287,831,BROOK/LOMBARDY,37.563544,-77.448125
14,14:14,288,809,OVERBROOK/BROOK,37.565347,-77.44901
14,14:14,289,810,OVERBROOK/LANGSTON,37.56537,-77.4518
14,14:14,290,3419,Overbrook/1405,37.565533,-77.454678
14,14:14,291,3421,Overbrook/Hermitage,37.565543,-77.458532
14,14:14,292,3496,Hermitage/Rhoadmiller,37.566796,-77.460483
14,14:14,293,3498,Hermitage/Sherwood,37.570402,-77.460637
14,14:14,294,909,BOULEVARD/ROBINHOOD,37.574593,-77.463483
14,14:14,295,918,BOULEVARD/BROOKLAND PARKWAY,37.577305,-77.461951
14,14:14,296,853,HERMITAGE/PALMYRA,37.579209,-77.461488
14,14:14,297,855,HERMITAGE/MAPLE SHADE LN,37.58208,-77.462037
14,14:14,298,911,HERMITAGE/LABURNUM,37.584782,-77.462513
14,14:14,299,912,HERMITAGE/CLAREMONT,37.586889,-77.463416
14,14:14,300,914,HERMITAGE/BELLEVUE,37.59027,-77.463952
14,14:14,301,3409,Hermitage/Princeton,37.592759,-77.46492
14,14:14,302,3547,Westbrook/Hermitage,37.595547,-77.465979
14,14:14,303,3612,Westbrook and Crestwood,37.596339,-77.460739
14,14:14,304,3426,Westbrook/Stratford,37.596566,-77.457262
14,14:14,305,1248,BROOK/WESTBROOK,37.597092,-77.453373
14,14:14,306,1250,BROOK/AZALEA,37.600762,-77.454024
14,14:14,307,2737,BROOK/WALMART NHOOD MKT,37.603674,-77.454592
18,Route #18,308,587,HENRICO HUMAN SERVICES,37.628336,-77.509514
18,Route #18,309,588,HENRICO JUVENILE AND DOMESTIC RELATION COURTS,37.630317,-77.511603
18,Route #18,310,2499,PARHAM/HUNGARY SPRING,37.629764,-77.52042
18,Route #18,311,3683,Prince Henry at Administration Building,37.628948,-77.514299
18,Route #18,312,590,PARHAM/HEALTH SOUTH HOSPITAL,37.63049,-77.527106
18,Route #18,313,3684,Prince Henry at Henrico Government Center,37.627593,-77.5169
18,Route #18,314,591,PARHAM/SHRADER,37.63098,-77.529993
18,Route #18,315,592,Parham at Sun Trust Operations Center,37.631049,-77.53272
18,Route #18,316,590,PARHAM/HENRICO DOCTORS HOSPITAL,37.63049,-77.527106
18,Route #18,317,593,BROAD/CAROUSEL LANE,37.62817,-77.533772
18,Route #18,318,3685,Shrader/Carousel,37.629373,-77.529576
18,Route #18,319,594,BROAD/WESTLAND SHOPPING CENTER,37.625857,-77.531162
18,Route #18,320,3678,Shrader/Enterprise,37.626006,-77.527076
18,Route #18,321,595,BROAD/ENTERPRISE PARKWAY,37.624461,-77.529507
18,Route #18,322,3686,Shrader/Hungary Spring,37.624217,-77.524677
18,Route #18,323,596,BROAD/HUNGARY SPRING,37.621687,-77.52637
18,Route #18,324,3679,Shrader/Cardinal,37.623124,-77.522251
18,Route #18,325,597,BROAD/WISTAR,37.618815,-77.523982
18,Route #18,326,3680,Wistar/Wistar Village,37.622692,-77.512078
18,Route #18,327,598,BROAD/SUNNYBROOK,37.616693,-77.522866
18,Route #18,328,3675,Wistar/Staples Mill,37.62222,-77.503287
18,Route #18,329,639,BETHLEHEM/FOUNTAIN,37.613599,-77.519879
18,Route #18,330,3687,Staples Mill/Amtrak Richmond Station,37.617704,-77.496972
18,Route #18,331,644,STAPLES MILL/AMTRAK,37.617061,-77.498797
18,Route #18,332,640,BASIE/COUNT,37.615295,-77.515672
18,Route #18,333,641,BREMNER/BETH,37.616531,-77.508997
18,Route #18,334,646,STAPLES MILL/TALLEY,37.611063,-77.4964
18,Route #18,335,642,BREMNER/FERNWOOD,37.617437,-77.505483
18,Route #18,336,647,STAPLES MILL/TOWNHOUSE,37.606935,-77.495113
18,Route #18,337,643,BREMNER/BALMORAL,37.618173,-77.501355
18,Route #18,338,648,STAPLES MILL/HAMLET APT,37.604524,-77.49333
18,Route #18,339,3673,Staples Mill/Libbie Mill East,37.591527,-77.493335
18,Route #18,340,645,STAPLES MILL/CROCKETT,37.614933,-77.499293
18,Route #18,341,3671,Libbie Lake South/Libbie Lake East,37.589155,-77.495281
18,Route #18,342,631,GLENSIDE/CLOVERDALE (PARKING LOT),37.61458,-77.501708
18,Route #18,343,3697,Staples Mill/W Marshall,37.583403,-77.492294
18,Route #18,344,3423,Staples Mill/Radford,37.580514,-77.494488
18,Route #18,345,3422,Staples Mill/Augusta,37.578705,-77.496282
18,Route #18,346,3506,Willow Lawn/Grace,37.579924,-77.500466
18,Route #18,347,649,Libbie/Argus,37.594031,-77.500216
18,Route #18,348,586,WILLOW LAWN/SHELTER,37.582978,-77.498363
18,Route #18,349,184,Monument/Westlyn,37.577894,-77.500076
18,Route #18,350,650,LIBBIE/INDIGO,37.592601,-77.500945
18,Route #18,351,600,BROAD/EMERYWOOD PARKWAY,37.610372,-77.519543
18,Route #18,352,601,BROAD/ALTRIA,37.600989,-77.514974
18,Route #18,353,602,BROAD/HOME DEPOT,37.597982,-77.513622
18,Route #18,354,603,BROAD/MORNINGSIDE,37.595095,-77.510223
18,Route #18,355,604,BROAD/CRESTWOOD,37.592197,-77.506645
18,Route #18,356,605,BROAD/BREMO,37.590863,-77.505049
18,Route #18,357,606,BROAD/LAKE,37.588741,-77.502447
18,Route #18,358,3081,BROAD/WILLOW LAWN,37.584853,-77.49764
18,Route #18,359,581,BROAD/WILLOW LAWN SHOPPING CENTER,37.582732,-77.495017
18,Route #18,360,582,BROAD/STAPLES MILL,37.581587,-77.493587
18,Route #18,361,625,BROAD/BYRD,37.586773,-77.499545
18,Route #18,362,608,BROAD/LAKE,37.588588,-77.501763
18,Route #18,363,626,LIBBIE/INDIGO,37.592645,-77.500585
18,Route #18,364,3696,Maywill at Vital Records and Health Statistics,37.582015,-77.489616
18,Route #18,365,627,Libbie/Argus,37.594318,-77.499715
18,Route #18,366,3672,Libbie Lake South at Libbie Mill Library,37.589768,-77.49585
18,Route #18,367,628,STAPLES MILL RD/NORTHSIDE,37.604441,-77.492696
18,Route #18,368,629,STAPLES MILL RD/ASPEN,37.607594,-77.495057
18,Route #18,369,3674,Staples Mill/Libbie Mill East,37.591519,-77.492938
18,Route #18,370,630,STAPLES MILL/TALLEY,37.61156,-77.496058
18,Route #18,371,632,CROCKETT/STAPLES MILL,37.61512,-77.498443
18,Route #18,372,633,Staples Mill/Amtrak Station,37.616852,-77.498426
18,Route #18,373,634,BREMNER/BALMORAL,37.618292,-77.501136
18,Route #18,374,3676,Staples Mill/Wistar,37.622164,-77.502885
18,Route #18,375,635,BREMNER/FERNWOOD,37.617495,-77.506021
18,Route #18,376,3677,Staples Mill/Heisler,37.627905,-77.505524
18,Route #18,377,636,BREMNER/BETH,37.616685,-77.508763
18,Route #18,378,637,BASIE/COUNT,37.615383,-77.515714
18,Route #18,379,638,BETHLEHEM/FOUNTAIN,37.613736,-77.519771
18,Route #18,380,609,BROAD/BREMO,37.591321,-77.505156
18,Route #18,381,610,BROAD/CRESTWOOD,37.592888,-77.50705
18,Route #18,382,611,BROAD/6020 WEST BROAD,37.595105,-77.509759
18,Route #18,383,612,BROAD STREET/W CLUB,37.597617,-77.512738
18,Route #18,384,613,BROAD/BROOKFIELD,37.601538,-77.514667
18,Route #18,385,614,BROAD/GLENSIDE,37.609176,-77.518493
18,Route #18,386,615,BROAD/BETHLEHEM,37.614423,-77.521298
18,Route #18,387,617,BROAD/SUNNYBROOK,37.617405,-77.522857
18,Route #18,388,619,BROAD/CARDINAL,37.620944,-77.525133
18,Route #18,389,620,HUNGARY SPRING/BROAD,37.622433,-77.526163
18,Route #18,390,621,HUNGARY SPRING AT VERIZON,37.625477,-77.522937
18,Route #18,391,622,HUNGARY SPRING/STONEMAN,37.628018,-77.520228
18,Route #18,392,623,HENRICO GOVERNMENT COMPLEX CENTER,37.627503,-77.516928
18,Route #18,393,624,PRINCE HENRY/ADMINISTRATION BUILDING SHELTER,37.628977,-77.514202
19,Route #19,394,651,PEMBERTON/BROAD,37.639509,-77.562161
19,Route #19,395,3658,Aldi/Bon Secours Pkwy,37.662978,-77.644296
19,Route #19,396,652,STILLMAN PKY/MAYLAND DR,37.640132,-77.566067
19,Route #19,397,3660,Broad/Hayden,37.659086,-77.634544
19,Route #19,398,653,BROAD BETWEEN STILLMAN PKY AND PEMBERTON RD,37.641383,-77.562355
19,Route #19,399,3661,Broad/Gayton,37.658038,-77.632088
19,Route #19,400,654,BROAD/TANELORN,37.63977,-77.558532
19,Route #19,401,3662,Broad/Lauderdale,37.654354,-77.623906
19,Route #19,402,655,BROAD/SUNDANCE WAY,37.637873,-77.553748
19,Route #19,403,3663,Broad/Spring Oak,37.651788,-77.614805
19,Route #19,404,656,BROAD/TUCKERNUCK,37.636622,-77.550712
19,Route #19,405,3664,Broad/Pump,37.650872,-77.610165
19,Route #19,406,657,BROAD/HOMEVIEW,37.634523,-77.545387
19,Route #19,407,3665,Broad/Brownstone,37.649481,-77.603375
